"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"BAJAJFINSV","EQ","07-Aug-2019","       7096.35","       7115.00","       7190.00","       7076.45","       7156.85","       7152.45","       7149.05","     395853","          2829971154.60","      56648"
"BAJAJFINSV","EQ","08-Aug-2019","       7152.45","       7200.05","       7376.30","       7128.00","       7355.00","       7290.45","       7199.58","     243718","          1754667940.20","      23833"
"BAJAJFINSV","EQ","09-Aug-2019","       7290.45","       7355.00","       7590.00","       7325.00","       7494.00","       7504.00","       7474.95","     416412","          3112658363.55","      39329"
"BAJAJFINSV","EQ","13-Aug-2019","       7504.00","       7510.00","       7545.00","       7066.05","       7088.00","       7089.15","       7314.97","     406528","          2973740413.05","      45308"
"BAJAJFINSV","EQ","14-Aug-2019","       7089.15","       7198.00","       7449.90","       7130.05","       7413.00","       7415.20","       7290.84","     546578","          3985014286.85","      49073"
"BAJAJFINSV","EQ","16-Aug-2019","       7415.20","       7391.00","       7575.00","       7283.35","       7428.00","       7439.40","       7452.98","     459164","          3422139582.30","      56197"
"BAJAJFINSV","EQ","19-Aug-2019","       7439.40","       7465.30","       7530.85","       7340.55","       7380.00","       7376.65","       7457.23","     300128","          2238124852.25","      35808"
"BAJAJFINSV","EQ","20-Aug-2019","       7376.65","       7420.00","       7450.00","       7207.00","       7232.55","       7236.15","       7265.27","     427881","          3108671738.40","      40256"
"BAJAJFINSV","EQ","21-Aug-2019","       7236.15","       7241.00","       7334.00","       7117.35","       7150.00","       7145.85","       7222.63","     369263","          2667049384.40","      35774"
"BAJAJFINSV","EQ","22-Aug-2019","       7145.85","       7164.00","       7186.25","       6740.00","       6774.00","       6767.35","       6900.88","     710196","          4900977977.05","      73064"
"BAJAJFINSV","EQ","23-Aug-2019","       6767.35","       6773.00","       6963.00","       6581.00","       6900.00","       6884.60","       6808.41","     613954","          4180052799.55","      72611"
"BAJAJFINSV","EQ","26-Aug-2019","       6884.60","       7149.00","       7223.65","       6909.55","       7178.00","       7190.80","       7059.33","     547043","          3861756886.85","      59066"
"BAJAJFINSV","EQ","27-Aug-2019","       7190.80","       7220.80","       7242.00","       7095.00","       7108.30","       7126.50","       7171.55","     683327","          4900516989.10","      87177"
"BAJAJFINSV","EQ","28-Aug-2019","       7126.50","       7107.00","       7140.00","       6983.30","       7040.00","       7035.95","       7041.07","     392626","          2764506684.60","      39063"
"BAJAJFINSV","EQ","29-Aug-2019","       7035.95","       7025.00","       7055.00","       6931.20","       6997.00","       6979.85","       6990.47","     312764","          2186367499.90","      36630"
"BAJAJFINSV","EQ","30-Aug-2019","       6979.85","       6997.00","       7146.55","       6965.00","       7122.05","       7119.55","       7055.35","     472409","          3333009126.30","      50448"
"BAJAJFINSV","EQ","03-Sep-2019","       7119.55","       7050.00","       7093.95","       7000.00","       7022.70","       7026.30","       7054.87","     237446","          1675151301.20","      24594"
"BAJAJFINSV","EQ","04-Sep-2019","       7026.30","       7030.00","       7077.00","       6950.00","       6995.00","       7023.10","       7024.82","     303358","          2131036263.45","      33713"
"BAJAJFINSV","EQ","05-Sep-2019","       7023.10","       7050.00","       7094.95","       6953.60","       6993.00","       7001.05","       7038.40","     281048","          1978127507.10","      34739"
"BAJAJFINSV","EQ","06-Sep-2019","       7001.05","       7023.50","       7187.95","       7023.50","       7156.30","       7175.90","       7116.54","     302126","          2150091161.00","      31185"
"BAJAJFINSV","EQ","09-Sep-2019","       7175.90","       7160.00","       7357.40","       7137.10","       7303.00","       7323.95","       7276.66","     397840","          2894946757.80","      37327"
"BAJAJFINSV","EQ","11-Sep-2019","       7323.95","       7349.95","       7419.00","       7295.00","       7300.00","       7354.20","       7369.17","     348066","          2564957884.00","      46495"
"BAJAJFINSV","EQ","12-Sep-2019","       7354.20","       7355.00","       7357.90","       7126.65","       7303.95","       7291.95","       7283.46","     250803","          1826713549.25","      30922"
"BAJAJFINSV","EQ","13-Sep-2019","       7291.95","       7303.95","       7399.75","       7256.00","       7389.00","       7388.75","       7337.04","     213756","          1568336120.80","      24874"
